Timestamp,Humidity,Temperature
2023-11-07 21:39:15,67.00,32.80
2023-11-07 21:39:18,67.00,32.80
2023-11-07 21:39:21,67.00,32.80
2023-11-07 21:49:18,67.00,32.80
2023-11-07 21:49:21,67.00,32.80
2023-11-07 21:49:24,67.00,32.80
2023-11-07 21:49:27,67.00,32.80
2023-11-07 21:49:31,67.00,32.80
2023-11-07 21:49:34,67.00,32.80
2023-11-07 21:49:37,67.00,32.80
2023-11-07 21:49:40,67.00,32.80
2023-11-07 21:49:43,67.00,32.80
2023-11-07 21:49:46,67.00,32.80
2023-11-07 21:49:49,67.00,32.80
2023-11-07 21:49:52,67.00,32.80
2023-11-07 21:49:55,67.00,32.80
2023-11-07 21:49:58,67.00,32.80
2023-11-07 21:50:01,67.00,32.80
2023-11-07 21:50:04,67.00,32.80
2023-11-07 21:50:07,67.00,32.80
2023-11-07 21:50:10,67.00,32.80
2023-11-07 21:50:13,67.00,32.80
2023-11-07 21:50:16,67.00,32.80
2023-11-07 22:06:50,68.00,32.30
2023-11-07 22:06:53,68.00,32.30
2023-11-07 22:06:56,68.00,32.30
2023-11-07 22:06:59,68.00,32.30
2023-11-07 22:07:02,68.00,32.30
2023-11-07 22:07:05,68.00,32.30
2023-11-07 22:07:08,68.00,32.30
2023-11-07 22:07:11,68.00,32.30
2023-11-07 22:07:14,68.00,32.30
2023-11-07 22:07:17,68.00,32.30
2023-11-07 22:07:20,68.00,32.30
2023-11-07 22:07:23,68.00,32.30
2023-11-07 22:07:26,68.00,32.30
2023-11-07 22:07:29,68.00,32.30
2023-11-07 22:07:32,68.00,32.30
2023-11-07 22:07:35,68.00,32.30
2023-11-07 22:07:38,68.00,32.30
2023-11-07 22:07:41,68.00,32.30
2023-11-07 22:07:44,68.00,32.30
2023-11-07 22:07:47,68.00,32.30
2023-11-07 22:07:50,68.00,32.30
2023-11-07 22:07:53,68.00,32.30
2023-11-07 22:07:56,68.00,32.30
2023-11-07 22:07:59,68.00,32.30
2023-11-07 22:08:02,68.00,32.30
2023-11-07 22:08:05,68.00,32.30
2023-11-07 22:08:08,68.00,32.30
2023-11-07 22:08:11,68.00,32.30
2023-11-07 22:08:14,68.00,32.30
2023-11-07 22:08:17,68.00,32.30
2023-11-07 22:08:20,68.00,32.30
2023-11-07 22:08:23,68.00,32.30
2023-11-07 22:08:27,68.00,32.30
2023-11-07 22:08:30,68.00,32.30
2023-11-07 22:08:33,68.00,32.30
2023-11-07 22:08:36,68.00,32.30
2023-11-07 22:08:39,68.00,32.30
2023-11-07 22:10:36,68.00,32.30
2023-11-07 22:10:39,68.00,32.30
2023-11-07 22:10:42,68.00,32.30
2023-11-07 22:10:46,68.00,32.30
2023-11-07 22:10:49,68.00,32.30
2023-11-07 22:10:52,68.00,32.30
2023-11-07 22:10:55,68.00,32.30
2023-11-07 22:10:58,69.00,32.30
2023-11-07 22:11:01,71.00,32.80
2023-11-07 22:11:04,73.00,32.80
2023-11-07 22:11:07,75.00,32.80
2023-11-07 22:11:10,76.00,33.30
2023-11-07 22:11:13,77.00,33.30
2023-11-07 22:11:16,78.00,33.80
2023-11-07 22:11:19,79.00,33.80
2023-11-07 22:11:22,90.00,34.20
2023-11-07 22:11:25,93.00,34.70
2023-11-07 22:11:28,98.00,35.20
2023-11-07 22:11:31,98.00,35.60
2023-11-07 22:11:34,98.00,35.80
2023-11-07 22:11:37,98.00,35.70
2023-11-07 22:11:40,98.00,35.60
2023-11-07 22:11:43,93.00,35.60
2023-11-07 22:11:46,92.00,35.60
2023-11-07 22:11:49,90.00,35.60
2023-11-07 22:11:52,89.00,35.60
2023-11-07 22:11:55,87.00,35.60
2023-11-07 22:11:58,84.00,35.60
2023-11-07 22:12:01,80.00,35.20
2023-11-07 22:14:06,66.00,33.30
2023-11-07 22:14:09,66.00,33.30
2023-11-07 22:14:13,66.00,33.30
2023-11-07 22:14:16,66.00,33.30
2023-11-07 22:14:19,66.00,33.30
2023-11-07 22:14:22,66.00,33.30
2023-11-07 22:14:25,66.00,33.30
2023-11-07 22:14:28,66.00,33.30
2023-11-07 22:14:31,66.00,33.30
2023-11-07 22:14:34,66.00,33.30
2023-11-07 22:14:37,66.00,33.30
2023-11-07 22:14:40,66.00,33.30
2023-11-07 22:14:43,66.00,33.30
2023-11-07 22:14:51,66.00,33.30
2023-11-07 22:14:54,66.00,33.30
2023-11-07 22:14:57,66.00,33.30
2023-11-07 22:15:00,66.00,33.30
2023-11-07 22:15:03,66.00,33.30
2023-11-07 22:15:06,66.00,33.00
2023-11-07 22:15:09,67.00,32.80
2023-11-07 22:15:12,67.00,32.80
2023-11-07 22:15:15,67.00,32.80
2023-11-07 22:15:18,67.00,32.80
2023-11-07 22:15:21,67.00,32.80
2023-11-07 22:15:24,78.00,33.30
2023-11-07 22:15:27,90.00,33.40
2023-11-07 22:15:31,98.00,34.20
2023-11-07 22:15:34,98.00,34.70
2023-11-07 22:15:37,98.00,34.70
2023-11-07 22:15:40,98.00,34.70
2023-11-07 22:15:43,94.00,34.70
2023-11-07 22:15:46,93.00,34.20
2023-11-07 22:15:49,91.00,34.20
2023-11-07 22:15:52,90.00,34.20
2023-11-07 22:15:55,90.00,34.20
2023-11-07 22:15:58,89.00,34.10
2023-11-07 22:16:01,87.00,33.80
2023-11-07 22:16:04,85.00,33.80
2023-11-07 22:16:07,83.00,33.80
2023-11-07 22:16:13,80.00,33.80
2023-11-07 22:16:16,78.00,33.80
2023-11-07 22:16:19,77.00,33.80
2023-11-07 22:16:22,76.00,33.30
2023-11-07 22:16:25,75.00,33.30
2023-11-07 22:16:28,74.00,33.30
2023-11-07 22:16:31,74.00,33.30
2023-11-07 22:16:34,73.00,33.30
2023-11-07 22:16:37,73.00,33.30
2023-11-07 22:16:40,72.00,33.30
2023-11-07 22:16:43,72.00,33.30
2023-11-07 22:16:46,71.00,33.30
2023-11-07 22:16:49,70.00,33.30
2023-11-07 22:16:52,70.00,33.30
2023-11-07 22:16:55,70.00,33.30
2023-11-07 22:16:58,70.00,33.30
2023-11-07 22:17:01,70.00,33.30
2023-11-07 22:17:04,69.00,33.30
2023-11-07 22:17:07,69.00,33.30
2023-11-07 22:17:10,69.00,33.30
2023-11-07 22:17:13,69.00,33.30
2023-11-07 22:17:16,69.00,33.10
2023-11-07 22:17:19,70.00,32.80
2023-11-07 22:17:22,70.00,32.80
2023-11-07 22:17:25,69.00,32.80
2023-11-07 22:17:31,69.00,32.80
2023-11-07 22:17:34,69.00,32.80
2023-11-07 22:17:37,69.00,32.80
2023-11-07 22:17:40,69.00,32.80
2023-11-07 22:17:43,69.00,32.80
2023-11-07 22:17:46,69.00,32.80
2023-11-07 22:17:49,69.00,32.80
2023-11-07 22:17:52,69.00,32.80
2023-11-07 22:17:55,69.00,32.80
2023-11-07 22:17:58,69.00,32.80
2023-11-07 22:18:01,69.00,32.80
2023-11-07 22:18:04,69.00,32.80
2023-11-07 22:18:07,68.00,32.80
2023-11-07 22:18:10,68.00,32.80
2023-11-07 22:18:13,68.00,32.80
2023-11-07 22:18:16,68.00,32.80
2023-11-07 22:18:20,68.00,32.80
2023-11-07 22:18:23,68.00,32.80
2023-11-07 22:18:26,68.00,32.80
2023-11-07 22:18:29,68.00,32.80
2023-11-07 22:18:32,68.00,32.80
2023-11-07 22:18:35,68.00,32.80
2023-11-07 22:18:38,68.00,32.80
2023-11-07 22:18:41,68.00,32.80
2023-11-07 22:18:44,68.00,32.80
2023-11-07 22:18:47,68.00,32.80
2023-11-07 22:18:50,68.00,32.80
2023-11-07 22:18:53,68.00,32.80
2023-11-07 22:18:56,68.00,32.80
2023-11-07 22:18:59,68.00,32.80
